date,region,temp_max,temp_min,temp_mean,precipitation,wind_speed,solar_radiation,evapotranspiration
2021-04-21,Mombasa,28.9,24.8,26.7,0.4,29.5,22.41,5.18
2021-04-22,Mombasa,28.9,24.7,26.4,2.3,24.7,20.26,4.2
2021-04-23,Mombasa,29.1,25.1,26.8,1.6,24.1,20.43,4.24
2021-04-24,Mombasa,28.7,24.9,26.8,1.2,21.0,19.53,3.99
2021-04-25,Mombasa,28.9,25.2,26.8,2.2,23.1,20.97,4.11
2021-04-26,Mombasa,28.9,24.8,26.7,4.3,20.5,21.52,4.22
2021-04-27,Mombasa,28.2,24.8,26.3,7.2,20.5,20.57,3.92
2021-04-28,Mombasa,28.0,24.7,26.1,4.3,15.8,17.13,3.29
2021-04-29,Mombasa,26.7,24.6,25.4,18.4,13.8,8.7,1.78
2021-04-30,Mombasa,28.1,24.5,26.1,6.1,22.8,18.2,3.53
2021-05-01,Mombasa,28.7,24.3,26.3,5.2,22.0,20.16,3.98
2021-05-02,Mombasa,28.0,24.6,26.4,5.9,23.1,19.86,3.83
2021-05-03,Mombasa,26.9,24.6,25.4,13.6,21.6,13.69,2.68
2021-05-04,Mombasa,28.2,23.9,25.8,7.2,27.2,17.4,3.74
2021-05-05,Mombasa,24.9,23.1,23.9,83.0,24.5,5.01,1.58
2021-05-06,Mombasa,27.0,23.5,25.2,3.6,27.9,13.21,3.4
2021-05-07,Mombasa,28.1,24.4,26.1,0.3,27.2,20.17,4.72
2021-05-08,Mombasa,27.9,24.2,26.2,0.0,28.0,21.16,5.28
2021-05-09,Mombasa,27.8,24.5,26.2,0.0,25.7,22.5,5.09
2021-05-10,Mombasa,28.4,25.8,26.7,0.1,23.0,21.91,4.95
2021-05-11,Mombasa,27.2,25.8,26.3,0.9,26.6,18.53,4.42
2021-05-12,Mombasa,27.3,24.7,26.0,0.6,26.1,19.29,4.64
2021-05-13,Mombasa,27.8,25.2,26.3,0.8,26.0,20.15,4.78
2021-05-14,Mombasa,28.0,25.3,26.2,0.2,24.4,20.81,4.49
2021-05-15,Mombasa,28.6,25.0,26.4,1.6,24.7,21.74,4.57
2021-05-16,Mombasa,27.9,25.0,26.1,2.1,22.8,14.59,3.25
2021-05-17,Mombasa,27.5,24.8,25.9,2.8,22.3,18.0,3.62
2021-05-18,Mombasa,28.6,24.1,26.3,0.0,26.1,21.38,4.44
2021-05-19,Mombasa,27.9,24.8,26.1,1.0,27.0,20.29,4.32
2021-05-20,Mombasa,27.5,24.9,26.1,0.6,26.2,20.18,4.57
2021-05-21,Mombasa,27.9,24.9,26.2,0.5,25.6,21.63,4.68
2021-05-22,Mombasa,27.4,24.6,25.9,2.2,26.8,19.77,4.24
2021-05-23,Mombasa,27.3,24.1,25.7,2.1,31.1,18.53,4.25
2021-05-24,Mombasa,27.1,24.6,25.7,1.4,28.4,19.86,4.59
2021-05-25,Mombasa,26.9,24.2,25.5,1.8,30.9,19.77,4.75
2021-05-26,Mombasa,25.8,24.9,25.3,1.9,29.2,16.02,3.92
2021-05-27,Mombasa,25.8,23.5,24.8,4.1,25.8,15.15,3.25
2021-05-28,Mombasa,26.0,24.4,25.1,1.4,22.7,13.72,3.28
2021-05-29,Mombasa,27.2,24.0,25.3,0.3,19.8,20.2,4.18
2021-05-30,Mombasa,27.5,24.0,25.3,1.6,20.9,21.28,4.1
2021-05-31,Mombasa,27.1,24.4,25.5,1.2,23.8,18.41,3.65
2021-06-01,Mombasa,26.8,23.8,25.2,1.1,23.4,18.04,3.61
2021-06-02,Mombasa,26.5,23.8,25.1,2.5,23.0,19.0,3.69
2021-06-03,Mombasa,27.5,23.7,25.3,1.6,19.9,18.98,3.79
2021-06-04,Mombasa,27.5,24.8,25.8,0.4,19.4,19.27,4.15
2021-06-05,Mombasa,26.5,23.7,25.1,2.2,23.8,15.77,3.29
2021-06-06,Mombasa,26.9,24.3,25.3,2.8,31.4,16.46,4.25
2021-06-07,Mombasa,27.3,24.9,25.9,0.1,26.8,15.3,4.63
2021-06-08,Mombasa,26.0,23.6,24.8,4.2,28.2,12.34,3.27
2021-06-09,Mombasa,25.3,22.9,23.7,16.7,22.5,9.45,1.99
2021-06-10,Mombasa,26.3,23.1,24.6,3.0,26.8,17.56,3.61
2021-06-11,Mombasa,25.7,23.5,24.7,1.8,28.1,15.79,3.72
2021-06-12,Mombasa,26.1,24.1,24.9,1.3,26.1,15.02,3.85
2021-06-13,Mombasa,26.2,23.7,24.8,0.8,24.8,16.73,3.81
2021-06-14,Mombasa,26.3,23.7,25.0,0.7,23.8,18.28,4.06
2021-06-15,Mombasa,25.8,23.9,24.8,0.6,25.2,18.9,4.25
2021-06-16,Mombasa,25.9,23.4,24.7,0.7,24.3,16.22,3.71
2021-06-17,Mombasa,26.7,23.1,24.8,0.0,21.8,20.57,4.19
2021-06-18,Mombasa,25.1,23.9,24.6,5.5,22.3,12.56,2.78
2021-06-19,Mombasa,26.2,24.0,25.0,1.1,31.2,16.36,4.27
2021-06-20,Mombasa,26.3,24.1,25.0,0.4,28.5,18.56,4.41
2021-06-21,Mombasa,24.6,22.7,23.5,15.2,21.3,11.25,2.24
2021-06-22,Mombasa,24.7,21.9,23.3,16.1,23.5,12.74,2.44
2021-06-23,Mombasa,25.0,22.6,23.7,4.7,21.3,14.82,2.89
2021-06-24,Mombasa,25.7,22.1,23.9,2.3,25.6,19.22,3.61
2021-06-25,Mombasa,25.3,23.2,24.1,1.6,23.2,18.08,3.59
2021-06-26,Mombasa,25.9,23.3,24.4,0.6,22.6,18.53,4.01
2021-06-27,Mombasa,26.0,23.1,24.4,1.4,20.6,16.47,3.69
2021-06-28,Mombasa,24.5,22.1,23.2,8.4,21.2,14.03,2.53
2021-06-29,Mombasa,23.9,22.3,23.1,11.2,23.1,10.21,1.94
2021-06-30,Mombasa,26.3,22.4,24.2,1.4,21.7,18.93,3.51
2021-07-01,Mombasa,26.1,22.6,24.2,0.4,23.9,17.63,3.44
2021-07-02,Mombasa,26.5,22.6,24.4,0.1,23.3,20.3,3.95
2021-07-03,Mombasa,26.0,23.1,24.5,0.8,29.2,19.13,4.18
2021-07-04,Mombasa,25.3,23.5,24.2,0.8,26.6,15.18,3.27
2021-07-05,Mombasa,25.6,23.6,24.4,0.3,22.1,15.25,3.54
2021-07-06,Mombasa,25.8,23.6,24.4,1.3,24.2,17.21,3.75
2021-07-07,Mombasa,25.1,21.9,23.6,5.8,29.1,14.36,3.03
2021-07-08,Mombasa,24.9,22.6,24.0,3.1,26.5,14.46,3.21
2021-07-09,Mombasa,25.3,23.2,24.1,1.0,27.3,13.31,3.02
2021-07-10,Mombasa,25.7,23.0,24.3,2.8,26.4,14.04,3.22
2021-07-11,Mombasa,25.3,22.8,24.0,3.6,24.8,13.54,2.89
2021-07-12,Mombasa,25.8,22.9,24.1,1.9,25.7,16.94,3.47
2021-07-13,Mombasa,25.8,22.3,24.0,6.4,23.2,17.36,3.3
2021-07-14,Mombasa,26.1,22.7,24.3,3.2,20.2,17.27,3.48
2021-07-15,Mombasa,25.0,23.0,24.0,3.4,22.7,15.62,3.14
2021-07-16,Mombasa,25.7,22.3,24.1,2.3,31.5,17.37,3.65
2021-07-17,Mombasa,25.2,22.3,23.9,3.4,29.8,17.32,3.54
2021-07-18,Mombasa,25.5,21.8,24.0,3.5,28.4,17.66,3.56
2021-07-19,Mombasa,25.6,22.8,24.1,1.4,26.2,18.76,3.71
2021-07-20,Mombasa,26.1,23.2,24.5,1.3,27.5,19.16,3.9
2021-07-21,Mombasa,25.4,22.7,24.1,4.0,25.4,15.13,3.1
2021-07-22,Mombasa,25.6,22.3,23.7,6.8,20.8,16.33,3.11
2021-07-23,Mombasa,26.0,22.4,24.1,2.1,27.0,18.75,3.79
2021-07-24,Mombasa,25.8,23.4,24.4,0.7,34.5,20.42,4.66
2021-07-25,Mombasa,25.4,23.0,24.2,1.1,37.4,21.3,5.44
2021-07-26,Mombasa,25.2,22.7,23.9,0.6,31.6,20.16,5.1
2021-07-27,Mombasa,25.6,22.9,24.1,0.7,29.6,19.53,4.56
2021-07-28,Mombasa,24.9,23.0,23.8,2.2,26.1,16.81,3.57
2021-07-29,Mombasa,25.1,23.0,23.7,1.8,22.1,13.49,2.99
2021-07-30,Mombasa,25.5,23.1,24.0,1.3,25.0,16.87,3.77
2021-07-31,Mombasa,25.4,22.2,23.4,4.1,25.6,14.68,3.1
2021-08-01,Mombasa,25.6,21.9,23.6,3.6,25.0,19.41,3.65
2021-08-02,Mombasa,25.8,21.9,23.7,1.4,24.7,19.28,3.59
2021-08-03,Mombasa,25.8,22.4,23.9,0.8,21.3,18.16,3.56
2021-08-04,Mombasa,25.8,22.9,24.0,1.0,18.8,20.22,4.03
2021-08-05,Mombasa,25.7,21.6,23.6,0.4,17.5,19.71,3.8
2021-08-06,Mombasa,25.7,23.0,23.9,1.5,18.4,19.47,3.78
2021-08-07,Mombasa,25.5,22.9,24.1,0.6,20.1,19.29,3.75
2021-08-08,Mombasa,25.9,22.7,24.0,0.6,18.1,21.6,4.11
2021-08-09,Mombasa,25.9,22.2,23.9,0.4,17.3,20.42,3.93
2021-08-10,Mombasa,25.7,23.0,24.0,0.9,18.1,18.86,3.75
2021-08-11,Mombasa,25.1,22.8,23.8,1.1,18.9,15.37,3.29
2021-08-12,Mombasa,26.1,22.1,23.9,0.1,19.1,20.57,3.98
2021-08-13,Mombasa,26.2,22.4,24.1,1.0,20.3,20.64,3.99
2021-08-14,Mombasa,24.9,23.5,24.1,1.9,28.4,11.04,2.66
2021-08-15,Mombasa,24.9,23.1,23.8,4.0,23.4,17.51,3.37
2021-08-16,Mombasa,26.1,22.6,24.0,1.7,18.0,21.45,4.02
2021-08-17,Mombasa,25.2,22.2,23.5,5.0,21.2,15.89,3.07
2021-08-18,Mombasa,25.4,22.9,23.8,1.7,21.8,20.16,3.72
2021-08-19,Mombasa,26.5,22.2,24.2,1.0,19.5,21.95,4.12
2021-08-20,Mombasa,26.5,23.1,24.4,1.4,20.3,17.81,3.55
2021-08-21,Mombasa,26.1,23.1,24.3,4.2,18.8,17.56,3.26
2021-08-22,Mombasa,25.4,22.5,24.0,3.1,20.0,18.05,3.35
2021-08-23,Mombasa,26.4,23.2,24.4,0.2,22.8,20.81,4.38
2021-08-24,Mombasa,25.0,22.5,23.9,1.9,21.1,18.83,3.68
2021-08-25,Mombasa,26.1,22.5,24.3,2.7,22.5,22.19,4.57
2021-08-26,Mombasa,26.8,22.5,24.3,1.1,21.6,23.31,4.76
2021-08-27,Mombasa,26.3,21.9,24.0,0.3,18.0,24.31,4.64
2021-08-28,Mombasa,26.2,22.7,24.2,0.0,17.3,21.7,4.21
2021-08-29,Mombasa,26.5,22.2,24.3,0.0,18.1,23.2,4.53
2021-08-30,Mombasa,26.7,22.0,24.7,0.4,23.1,21.34,4.31
2021-08-31,Mombasa,25.9,23.3,24.4,2.0,23.4,17.68,3.39
2021-09-01,Mombasa,26.8,23.3,24.8,2.6,20.2,22.23,4.28
2021-09-02,Mombasa,26.2,23.4,24.5,3.5,23.7,20.07,3.88
2021-09-03,Mombasa,25.9,23.0,24.3,1.5,19.6,18.18,3.8
2021-09-04,Mombasa,26.2,23.0,24.5,2.0,21.6,20.54,4.3
2021-09-05,Mombasa,25.0,22.9,24.0,3.7,20.0,16.88,3.42
2021-09-06,Mombasa,26.1,22.4,24.3,3.2,21.8,19.85,3.88
2021-09-07,Mombasa,26.5,23.1,24.6,1.1,19.1,19.78,4.04
2021-09-08,Mombasa,26.3,22.9,24.4,1.2,20.9,20.85,4.04
2021-09-09,Mombasa,26.5,23.3,24.5,2.3,21.4,18.96,3.87
2021-09-10,Mombasa,26.7,23.1,24.6,0.5,19.9,23.53,4.71
2021-09-11,Mombasa,26.3,23.3,24.4,2.5,24.2,21.81,4.31
2021-09-12,Mombasa,25.3,22.2,23.6,4.9,20.4,18.31,3.43
2021-09-13,Mombasa,26.9,22.9,24.5,2.2,20.9,24.0,4.68
2021-09-14,Mombasa,26.7,23.4,24.7,0.8,20.9,22.84,4.53
2021-09-15,Mombasa,26.7,23.1,24.8,1.5,21.9,21.78,4.21
2021-09-16,Mombasa,27.2,23.5,25.0,1.2,17.6,23.7,4.56
2021-09-17,Mombasa,26.9,23.2,24.9,0.0,19.3,24.1,4.71
2021-09-18,Mombasa,27.1,23.5,25.0,0.0,16.7,25.69,5.03
2021-09-19,Mombasa,27.1,22.5,24.7,0.7,21.6,24.91,4.67
2021-09-20,Mombasa,26.3,23.2,24.6,3.0,19.1,18.77,3.76
2021-09-21,Mombasa,27.1,23.6,25.0,1.7,19.9,23.54,4.6
2021-09-22,Mombasa,27.0,22.6,24.9,0.9,22.2,22.93,4.4
2021-09-23,Mombasa,27.1,24.0,25.0,0.6,19.7,22.67,4.53
2021-09-24,Mombasa,26.9,23.2,24.8,1.2,20.5,22.54,4.35
2021-09-25,Mombasa,25.8,23.1,24.4,3.2,19.4,16.71,3.31
2021-09-26,Mombasa,27.4,22.3,24.6,2.6,23.6,24.25,4.55
2021-09-27,Mombasa,27.1,23.4,24.9,1.0,16.8,25.11,4.82
2021-09-28,Mombasa,27.1,23.3,24.8,0.2,16.3,22.3,4.19
2021-09-29,Mombasa,27.0,23.7,25.2,1.8,19.5,21.43,4.05
2021-09-30,Mombasa,26.1,23.2,24.6,2.2,20.1,18.03,3.41
2021-10-01,Mombasa,27.1,23.5,25.0,3.0,21.6,24.22,4.56
2021-10-02,Mombasa,27.2,23.3,25.0,1.4,20.1,23.84,4.6
2021-10-03,Mombasa,26.5,23.0,24.9,2.9,17.3,21.48,4.13
2021-10-04,Mombasa,27.5,23.9,25.2,0.4,18.5,25.7,5.04
2021-10-05,Mombasa,27.3,23.3,24.9,0.1,19.4,23.35,4.57
2021-10-06,Mombasa,27.7,23.3,25.2,0.2,19.3,25.23,4.84
2021-10-07,Mombasa,28.1,23.5,25.5,0.4,16.3,25.05,4.88
2021-10-08,Mombasa,27.6,23.8,25.5,1.3,20.0,24.35,4.75
2021-10-09,Mombasa,27.3,24.4,25.6,1.9,17.9,22.59,4.44
2021-10-10,Mombasa,28.0,23.1,25.6,0.7,15.3,25.74,4.99
2021-10-11,Mombasa,27.2,23.9,25.3,2.0,19.8,21.36,4.11
2021-10-12,Mombasa,27.8,23.4,25.4,1.4,20.2,25.45,4.97
2021-10-13,Mombasa,27.7,23.5,25.3,1.9,18.8,24.36,4.79
2021-10-14,Mombasa,28.1,23.7,25.7,0.2,16.7,25.26,4.98
2021-10-15,Mombasa,27.3,24.2,25.6,2.1,18.9,21.89,4.29
2021-10-16,Mombasa,28.0,23.2,25.6,2.1,17.3,25.08,4.98
2021-10-17,Mombasa,28.0,24.5,25.9,0.6,16.7,23.22,4.8
2021-10-18,Mombasa,28.4,24.6,26.2,0.0,15.0,25.49,5.2
2021-10-19,Mombasa,27.3,23.8,25.5,2.9,20.1,21.11,4.18
2021-10-20,Mombasa,27.8,23.8,25.6,2.2,22.9,23.5,4.65
2021-10-21,Mombasa,27.6,23.9,25.6,2.0,19.4,25.16,4.91
2021-10-22,Mombasa,27.9,24.1,25.8,0.3,19.5,25.46,5.03
2021-10-23,Mombasa,28.1,23.1,25.7,0.0,15.4,25.76,4.97
2021-10-24,Mombasa,28.4,22.8,25.7,0.0,15.9,23.8,4.73
2021-10-25,Mombasa,28.3,23.3,25.9,1.3,17.7,23.31,4.53
2021-10-26,Mombasa,28.4,23.4,26.1,0.3,19.6,23.82,4.73
2021-10-27,Mombasa,27.6,23.8,25.7,4.0,19.8,22.27,4.27
2021-10-28,Mombasa,28.0,23.3,25.7,0.5,16.3,25.66,4.88
2021-10-29,Mombasa,28.2,24.7,26.3,0.4,16.6,25.38,4.94
2021-10-30,Mombasa,28.8,24.5,26.4,1.6,16.7,25.24,4.99
2021-10-31,Mombasa,28.8,23.8,26.4,0.7,19.1,23.64,4.84
2021-11-01,Mombasa,29.0,24.2,26.9,0.4,19.6,21.96,4.59
2021-11-02,Mombasa,29.3,24.7,26.8,1.2,19.4,23.36,4.71
2021-11-03,Mombasa,28.7,23.5,26.2,0.8,16.3,22.01,4.26
2021-11-04,Mombasa,28.8,23.8,26.5,0.4,15.8,24.97,4.83
2021-11-05,Mombasa,29.3,24.2,26.9,0.6,15.3,26.04,5.2
2021-11-06,Mombasa,29.0,24.0,26.5,0.3,16.0,25.63,5.01
2021-11-07,Mombasa,28.5,23.3,26.1,0.2,16.4,26.2,5.13
2021-11-08,Mombasa,28.1,22.8,25.9,1.5,14.7,25.32,4.89
2021-11-09,Mombasa,28.6,23.2,26.4,0.1,18.9,25.31,5.05
2021-11-10,Mombasa,29.0,24.5,26.8,1.1,14.6,25.11,4.9
2021-11-11,Mombasa,29.0,23.8,26.6,1.2,16.4,25.42,4.94
2021-11-12,Mombasa,29.2,23.3,26.4,0.0,14.2,26.16,5.15
2021-11-13,Mombasa,29.2,24.4,26.8,1.6,15.5,25.37,5.07
2021-11-14,Mombasa,28.7,24.5,26.5,1.5,15.6,23.89,4.65
2021-11-15,Mombasa,29.2,24.0,26.8,0.6,16.3,25.24,5.04
2021-11-16,Mombasa,29.4,23.9,26.8,0.0,16.5,25.98,5.32
2021-11-17,Mombasa,28.8,24.0,26.5,1.5,18.4,24.78,4.86
2021-11-18,Mombasa,28.9,23.5,26.8,0.2,15.3,25.2,5.07
2021-11-19,Mombasa,29.4,24.2,27.1,0.9,16.1,24.07,4.96
2021-11-20,Mombasa,29.3,25.3,27.0,0.8,14.6,24.97,4.86
2021-11-21,Mombasa,29.7,23.9,27.1,0.2,16.7,25.97,5.33
2021-11-22,Mombasa,30.1,23.3,26.9,0.0,17.7,25.94,5.38
2021-11-23,Mombasa,30.3,25.2,27.5,0.1,17.3,23.8,4.97
2021-11-24,Mombasa,30.4,24.8,27.6,0.0,18.9,24.21,4.97
2021-11-25,Mombasa,29.7,25.6,27.7,2.1,16.5,22.62,4.65
2021-11-26,Mombasa,28.7,25.1,26.9,3.0,18.5,22.72,4.5
2021-11-27,Mombasa,28.6,23.9,26.3,3.2,18.7,22.76,4.46
2021-11-28,Mombasa,28.8,24.2,26.7,1.9,18.6,22.86,4.63
2021-11-29,Mombasa,29.1,24.1,26.8,1.6,16.6,24.78,4.89
2021-11-30,Mombasa,28.2,24.3,26.2,6.5,15.3,21.6,4.19
2021-12-01,Mombasa,29.5,23.4,26.2,4.1,18.4,22.91,4.49
2021-12-02,Mombasa,28.4,23.7,26.0,2.5,17.2,23.72,4.47
2021-12-03,Mombasa,28.3,23.6,26.0,2.1,19.1,24.81,4.67
2021-12-04,Mombasa,29.1,24.1,26.4,1.6,17.5,24.07,4.65
2021-12-05,Mombasa,28.6,23.1,26.0,8.6,13.0,22.25,4.33
2021-12-06,Mombasa,29.1,23.9,26.9,1.3,13.9,24.07,4.8
2021-12-07,Mombasa,29.6,25.0,27.3,0.7,14.2,24.79,5.01
2021-12-08,Mombasa,28.3,23.7,26.6,1.6,17.4,21.32,4.21
2021-12-09,Mombasa,28.4,24.3,26.2,4.3,18.2,22.23,4.25
2021-12-10,Mombasa,29.2,24.3,26.3,10.3,13.4,19.91,4.0
2021-12-11,Mombasa,29.7,23.8,26.6,3.5,19.3,22.62,4.68
2021-12-12,Mombasa,29.3,24.4,26.7,6.7,16.9,21.37,4.28
2021-12-13,Mombasa,28.4,23.8,25.8,9.9,14.3,20.81,4.02
2021-12-14,Mombasa,28.6,23.3,26.0,7.7,13.3,21.97,4.33
2021-12-15,Mombasa,28.6,23.8,26.1,9.2,12.2,21.7,4.22
2021-12-16,Mombasa,28.8,24.1,26.3,3.6,14.8,23.04,4.46
2021-12-17,Mombasa,28.8,24.2,26.5,0.4,14.5,23.13,4.49
2021-12-18,Mombasa,29.9,24.2,27.1,0.8,17.8,22.23,4.61
2021-12-19,Mombasa,30.2,25.0,27.4,5.7,19.3,22.85,4.58
2021-12-20,Mombasa,30.1,24.3,27.2,17.1,18.9,21.3,4.29
2021-12-21,Mombasa,28.5,23.6,26.0,13.7,11.5,17.37,3.45
2021-12-22,Mombasa,28.8,24.2,26.2,10.8,13.9,20.14,3.85
2021-12-23,Mombasa,29.7,24.2,27.0,2.0,14.2,24.05,4.79
2021-12-24,Mombasa,29.3,24.5,26.9,3.5,13.8,22.58,4.42
2021-12-25,Mombasa,29.2,24.1,26.8,6.4,13.0,22.98,4.48
2021-12-26,Mombasa,28.4,23.9,26.1,8.9,12.3,20.03,3.93
2021-12-27,Mombasa,28.9,24.3,26.5,2.3,15.8,22.08,4.25
2021-12-28,Mombasa,29.7,24.4,27.0,3.9,17.5,21.68,4.37
2021-12-29,Mombasa,30.4,24.7,27.6,1.6,20.2,24.07,5.02
2021-12-30,Mombasa,30.1,25.8,27.8,3.4,22.1,21.96,4.72
2021-12-31,Mombasa,30.3,25.7,27.9,1.6,22.7,23.15,5.11
2022-01-01,Mombasa,30.5,25.1,27.7,1.2,19.2,23.29,4.9
2022-01-02,Mombasa,29.9,25.2,27.6,0.6,18.3,23.34,4.79
2022-01-03,Mombasa,30.3,24.9,27.5,0.5,21.0,24.36,5.09
2022-01-04,Mombasa,30.6,24.7,27.4,0.2,20.1,24.44,5.0
2022-01-05,Mombasa,30.1,25.1,27.6,0.1,18.8,21.04,4.61
2022-01-06,Mombasa,31.6,25.2,27.8,0.3,24.8,22.7,5.01
2022-01-07,Mombasa,30.4,26.2,27.8,1.0,23.5,24.09,5.16
2022-01-08,Mombasa,30.2,25.2,27.6,0.2,25.2,24.06,5.15
2022-01-09,Mombasa,30.1,25.7,27.5,0.8,23.2,22.64,5.05
2022-01-10,Mombasa,29.5,25.3,27.6,0.5,22.4,23.47,5.16
2022-01-11,Mombasa,29.8,26.3,27.6,1.1,25.5,23.85,5.2
2022-01-12,Mombasa,30.0,25.4,27.5,0.7,23.1,24.06,5.29
2022-01-13,Mombasa,30.2,24.8,27.3,0.0,24.0,23.74,4.97
2022-01-14,Mombasa,30.2,24.5,27.2,0.0,23.3,24.07,4.93
2022-01-15,Mombasa,30.0,24.8,27.1,0.0,19.6,24.96,5.04
2022-01-16,Mombasa,30.0,24.6,27.0,0.0,20.8,25.3,5.13
2022-01-17,Mombasa,30.3,24.8,27.2,0.0,20.9,25.66,5.12
2022-01-18,Mombasa,30.9,25.1,27.5,0.8,27.0,22.91,4.91
2022-01-19,Mombasa,30.7,25.0,27.2,4.3,19.9,20.37,4.17
2022-01-20,Mombasa,30.8,25.4,27.5,0.2,22.6,21.72,4.53
2022-01-21,Mombasa,30.3,25.3,27.5,0.0,18.1,22.11,4.78
2022-01-22,Mombasa,31.1,25.2,27.6,0.0,24.5,21.77,4.79
2022-01-23,Mombasa,30.9,24.7,27.5,0.4,27.6,22.83,5.03
2022-01-24,Mombasa,30.9,24.7,27.4,0.0,31.9,23.44,5.41
2022-01-25,Mombasa,30.3,25.5,27.4,0.0,29.8,24.52,5.6
2022-01-26,Mombasa,29.5,24.5,27.0,0.5,23.1,22.61,5.04
2022-01-27,Mombasa,29.3,24.8,26.9,0.8,21.5,23.25,5.06
2022-01-28,Mombasa,30.3,24.0,26.6,0.0,22.9,25.14,5.09
2022-01-29,Mombasa,29.1,24.7,26.9,0.0,21.4,22.54,4.8
2022-01-30,Mombasa,29.6,25.1,27.1,0.1,20.6,23.56,5.05
2022-01-31,Mombasa,29.5,24.6,27.0,0.6,18.8,24.53,5.13
2022-02-01,Mombasa,29.8,24.2,26.9,0.1,20.9,24.5,5.0
2022-02-02,Mombasa,30.1,24.6,27.2,0.1,21.3,24.77,5.08
2022-02-03,Mombasa,30.3,25.4,27.4,1.7,21.1,22.98,4.84
2022-02-04,Mombasa,30.8,25.5,27.6,0.6,24.5,24.62,5.21
2022-02-05,Mombasa,30.1,24.2,27.0,0.0,14.9,23.83,4.82
2022-02-06,Mombasa,30.2,25.1,27.5,0.0,23.4,22.18,4.57
2022-02-07,Mombasa,30.5,25.2,27.5,0.0,24.3,23.92,5.1
2022-02-08,Mombasa,30.7,24.7,27.3,0.1,26.9,24.31,5.26
2022-02-09,Mombasa,31.5,24.1,27.4,0.0,26.4,25.31,5.56
2022-02-10,Mombasa,30.4,25.1,27.4,1.2,23.5,24.32,5.24
2022-02-11,Mombasa,29.9,24.8,27.1,0.1,25.9,22.99,5.02
2022-02-12,Mombasa,29.4,24.9,27.0,0.2,22.3,19.69,4.26
2022-02-13,Mombasa,29.4,24.6,26.9,0.1,24.7,23.64,4.77
2022-02-14,Mombasa,30.5,24.8,27.2,0.0,21.6,25.08,5.11
2022-02-15,Mombasa,29.9,24.3,27.0,0.0,21.8,20.98,4.4
2022-02-16,Mombasa,30.0,24.1,27.0,0.0,17.9,26.27,5.3
2022-02-17,Mombasa,30.7,24.6,27.4,0.0,19.4,25.17,5.09
2022-02-18,Mombasa,30.4,24.8,27.7,0.0,16.9,25.14,5.12
2022-02-19,Mombasa,31.2,24.8,27.7,0.0,20.9,24.8,5.14
2022-02-20,Mombasa,30.3,24.3,27.3,0.0,18.4,25.55,5.17
2022-02-21,Mombasa,30.6,24.0,27.3,0.0,23.4,26.45,5.45
2022-02-22,Mombasa,31.4,25.7,27.9,0.1,25.8,24.74,5.13
2022-02-23,Mombasa,31.5,25.9,28.0,0.2,27.4,21.78,4.99
2022-02-24,Mombasa,31.3,26.0,27.9,1.1,22.1,22.26,4.94
2022-02-25,Mombasa,30.2,25.4,27.5,1.3,19.4,22.16,4.82
2022-02-26,Mombasa,31.9,24.9,27.8,0.0,21.4,25.16,5.27
2022-02-27,Mombasa,30.2,25.1,27.5,0.2,20.9,23.25,4.8
2022-02-28,Mombasa,30.2,25.4,27.6,0.4,18.1,23.85,5.08
2022-03-01,Mombasa,30.6,25.1,27.5,0.0,22.3,25.95,5.65
2022-03-02,Mombasa,31.1,24.4,27.4,0.6,26.0,24.36,5.37
2022-03-03,Mombasa,30.4,24.6,27.3,0.5,22.6,22.83,5.05
2022-03-04,Mombasa,30.6,24.4,27.2,0.0,24.6,25.32,5.42
2022-03-05,Mombasa,30.3,25.4,27.4,0.3,22.5,23.15,5.05
2022-03-06,Mombasa,29.9,25.4,27.4,0.4,20.0,20.69,4.69
2022-03-07,Mombasa,29.5,24.4,27.1,0.3,20.8,23.1,4.88
2022-03-08,Mombasa,29.8,24.9,27.3,0.4,21.7,23.58,4.96
2022-03-09,Mombasa,29.9,24.9,27.3,1.6,23.9,24.09,5.12
2022-03-10,Mombasa,29.6,25.3,27.4,0.8,21.7,23.0,4.98
2022-03-11,Mombasa,30.9,24.3,27.2,0.0,23.9,25.63,5.39
2022-03-12,Mombasa,30.6,24.8,27.2,0.2,22.7,24.94,5.3
2022-03-13,Mombasa,30.9,24.5,27.2,0.0,21.1,25.52,5.34
2022-03-14,Mombasa,29.8,24.5,27.1,0.0,20.2,25.14,5.28
2022-03-15,Mombasa,30.7,24.6,27.2,0.0,22.3,25.96,5.48
2022-03-16,Mombasa,30.7,24.9,27.6,0.0,25.8,23.53,5.07
2022-03-17,Mombasa,30.2,25.4,27.6,0.1,24.0,23.14,5.02
2022-03-18,Mombasa,30.1,24.4,27.5,0.1,20.4,23.6,5.07
2022-03-19,Mombasa,30.6,24.7,27.2,0.1,21.0,23.96,4.89
2022-03-20,Mombasa,30.1,24.2,27.1,0.0,16.6,25.81,5.31
2022-03-21,Mombasa,30.6,24.6,28.0,0.0,15.5,25.69,5.52
2022-03-22,Mombasa,30.1,25.0,27.6,0.3,17.6,25.52,5.22
2022-03-23,Mombasa,29.9,25.3,27.5,2.0,21.0,22.92,4.94
2022-03-24,Mombasa,30.0,25.5,27.8,2.2,21.5,24.01,5.07
2022-03-25,Mombasa,31.1,25.7,28.3,0.2,20.4,25.83,5.43
2022-03-26,Mombasa,31.0,25.6,28.4,0.2,15.3,25.18,5.21
