date,region,temp_max,temp_min,temp_mean,precipitation,wind_speed,solar_radiation,evapotranspiration
2018-11-30,Nakuru,26.4,15.1,19.5,0.1,14.5,16.79,3.86
2018-12-01,Nakuru,25.0,14.1,18.8,0.4,11.6,18.49,3.89
2018-12-02,Nakuru,24.4,14.3,18.0,8.8,14.6,16.6,3.26
2018-12-03,Nakuru,25.6,14.8,19.2,0.2,13.8,21.62,4.47
2018-12-04,Nakuru,26.6,14.8,19.7,0.4,12.7,21.27,4.43
2018-12-05,Nakuru,25.9,15.2,20.0,0.6,14.2,21.24,4.45
2018-12-06,Nakuru,26.6,14.8,20.2,0.2,13.9,20.29,4.27
2018-12-07,Nakuru,27.0,13.5,20.6,0.0,10.1,22.91,4.64
2018-12-08,Nakuru,26.4,15.9,20.1,0.9,13.4,19.61,4.18
2018-12-09,Nakuru,25.9,15.9,19.6,1.8,16.4,21.14,4.33
2018-12-10,Nakuru,23.8,15.4,18.5,10.2,13.5,16.3,3.29
2018-12-11,Nakuru,22.4,15.6,17.6,23.5,11.3,13.28,2.59
2018-12-12,Nakuru,23.2,14.2,18.2,1.8,15.2,20.13,3.9
2018-12-13,Nakuru,22.4,14.7,17.7,11.8,13.5,18.23,3.41
2018-12-14,Nakuru,23.3,14.5,17.9,3.0,15.5,20.19,3.79
2018-12-15,Nakuru,24.0,15.1,18.4,1.4,12.9,20.13,3.88
2018-12-16,Nakuru,24.5,13.4,18.6,0.0,15.0,22.63,4.54
2018-12-17,Nakuru,24.4,13.6,18.4,0.0,15.3,23.41,4.59
2018-12-18,Nakuru,25.3,13.9,19.2,0.0,13.0,24.86,4.95
2018-12-19,Nakuru,23.4,15.2,18.6,0.0,13.8,11.88,2.68
2018-12-20,Nakuru,24.9,15.3,19.3,0.0,16.2,15.61,3.49
2018-12-21,Nakuru,24.3,14.3,19.2,0.2,16.1,21.74,4.37
2018-12-22,Nakuru,24.6,14.5,19.4,0.2,12.3,21.93,4.46
2018-12-23,Nakuru,24.4,15.4,19.0,0.8,12.0,16.09,3.39
2018-12-24,Nakuru,26.3,14.2,19.4,2.4,14.4,21.55,4.58
2018-12-25,Nakuru,26.2,12.7,19.1,0.0,17.1,21.99,4.73
2018-12-26,Nakuru,27.3,13.1,19.6,0.0,10.5,23.05,4.73
2018-12-27,Nakuru,25.8,13.5,19.4,0.0,12.4,21.51,4.31
2018-12-28,Nakuru,24.2,13.7,19.1,0.0,8.5,22.5,4.37
2018-12-29,Nakuru,26.5,14.6,20.1,0.1,13.0,20.58,4.36
2018-12-30,Nakuru,27.4,14.8,20.2,0.1,17.7,21.87,4.76
2018-12-31,Nakuru,25.9,14.4,20.0,0.6,10.7,21.3,4.4
2019-01-01,Nakuru,26.3,13.4,19.7,0.0,18.0,23.12,4.87
2019-01-02,Nakuru,27.6,13.7,20.3,0.0,17.2,22.83,5.04
2019-01-03,Nakuru,28.5,13.6,20.9,0.1,16.8,22.99,5.36
2019-01-04,Nakuru,23.9,15.4,19.1,4.5,14.8,16.24,3.5
2019-01-05,Nakuru,26.0,14.4,18.9,0.8,16.2,19.07,4.04
2019-01-06,Nakuru,25.0,15.0,19.3,3.3,13.3,17.74,3.79
2019-01-07,Nakuru,28.4,14.1,20.5,0.0,19.2,22.28,5.1
2019-01-08,Nakuru,26.8,14.3,19.7,0.1,14.3,13.21,3.24
2019-01-09,Nakuru,28.0,15.5,21.3,0.0,16.8,24.66,5.78
2019-01-10,Nakuru,25.5,16.0,19.9,0.3,18.0,11.97,3.36
2019-01-11,Nakuru,28.7,17.0,21.8,0.0,17.9,21.27,5.33
2019-01-12,Nakuru,28.0,13.2,20.2,0.0,16.5,26.23,5.83
2019-01-13,Nakuru,28.2,13.5,20.2,0.0,14.8,18.85,4.43
2019-01-14,Nakuru,26.7,14.9,20.6,0.0,9.7,21.96,4.58
2019-01-15,Nakuru,26.8,15.0,20.3,0.4,16.6,19.7,4.23
2019-01-16,Nakuru,27.0,15.5,20.9,1.0,18.8,20.16,4.64
2019-01-17,Nakuru,28.7,15.5,21.5,0.0,21.7,23.01,5.44
2019-01-18,Nakuru,28.7,15.0,22.0,0.0,20.4,23.03,5.6
2019-01-19,Nakuru,28.8,15.2,21.8,0.0,20.4,22.34,5.4
2019-01-20,Nakuru,29.5,15.0,22.3,0.0,18.2,24.85,5.93
2019-01-21,Nakuru,27.5,16.7,21.9,0.0,20.1,18.07,4.79
2019-01-22,Nakuru,28.6,15.1,21.7,0.0,15.8,23.64,5.5
2019-01-23,Nakuru,28.9,15.9,22.0,0.1,18.3,21.11,5.15
2019-01-24,Nakuru,29.4,15.5,22.4,0.0,18.6,22.62,5.17
2019-01-25,Nakuru,28.0,14.3,21.5,0.0,16.1,21.3,5.1
2019-01-26,Nakuru,29.7,14.6,21.7,0.0,19.5,21.68,5.31
2019-01-27,Nakuru,30.1,13.8,21.6,0.0,20.9,23.38,5.74
2019-01-28,Nakuru,30.2,13.8,21.8,0.0,21.2,25.47,5.99
2019-01-29,Nakuru,30.5,12.8,21.7,0.0,17.2,27.42,6.39
2019-01-30,Nakuru,30.3,14.5,22.1,0.0,17.4,26.55,6.33
2019-01-31,Nakuru,30.5,14.7,22.0,0.0,20.9,24.98,6.17
2019-02-01,Nakuru,30.1,15.4,22.4,0.0,16.6,22.83,5.79
2019-02-02,Nakuru,29.9,13.2,21.8,0.0,16.2,28.61,6.79
2019-02-03,Nakuru,30.6,13.1,22.3,0.0,14.4,25.98,6.2
2019-02-04,Nakuru,30.9,14.3,23.1,0.0,15.2,25.68,6.19
2019-02-05,Nakuru,30.1,15.9,22.4,0.0,24.0,20.9,5.57
2019-02-06,Nakuru,29.9,14.5,22.3,0.0,18.5,25.65,6.18
2019-02-07,Nakuru,28.8,15.7,22.2,0.0,14.2,22.8,5.35
2019-02-08,Nakuru,28.7,16.2,22.4,0.0,16.9,22.92,5.37
2019-02-09,Nakuru,30.9,16.3,23.3,0.0,19.8,22.37,5.79
2019-02-10,Nakuru,30.2,15.3,22.5,0.0,18.1,26.88,6.51
2019-02-11,Nakuru,30.1,14.3,22.1,0.0,18.5,25.85,6.21
2019-02-12,Nakuru,31.7,14.5,22.6,0.0,19.2,28.28,6.41
2019-02-13,Nakuru,30.4,13.6,22.0,0.0,17.2,26.94,6.07
2019-02-14,Nakuru,27.9,14.9,21.4,0.0,17.9,21.12,5.05
2019-02-15,Nakuru,29.9,14.5,21.9,0.0,19.3,19.88,5.21
2019-02-16,Nakuru,27.0,16.5,21.9,0.0,15.7,18.96,4.55
2019-02-17,Nakuru,30.1,15.7,22.3,0.0,14.6,22.02,5.26
2019-02-18,Nakuru,30.4,15.3,22.6,0.0,17.1,25.62,6.16
2019-02-19,Nakuru,28.5,15.3,22.3,0.0,16.7,22.53,5.38
2019-02-20,Nakuru,30.2,15.9,23.0,0.1,15.0,24.29,5.62
2019-02-21,Nakuru,27.4,16.5,21.9,0.2,14.2,20.5,4.76
2019-02-22,Nakuru,27.9,15.7,21.1,0.0,14.4,19.94,4.68
2019-02-23,Nakuru,26.2,15.4,20.3,3.8,16.7,20.39,4.24
2019-02-24,Nakuru,26.3,14.6,20.2,2.2,14.8,19.89,4.33
2019-02-25,Nakuru,28.9,15.7,21.0,0.0,18.8,24.9,5.58
2019-02-26,Nakuru,30.5,14.6,22.0,0.0,17.1,28.73,6.57
2019-02-27,Nakuru,30.8,14.1,22.0,0.0,16.3,26.35,6.28
2019-02-28,Nakuru,30.5,14.6,22.2,0.0,15.4,24.44,6.11
2019-03-01,Nakuru,32.0,14.0,22.2,0.0,21.5,25.15,6.33
2019-03-02,Nakuru,28.4,16.7,22.2,0.1,18.7,21.39,5.17
2019-03-03,Nakuru,28.7,15.5,22.4,0.0,15.6,25.14,5.7
2019-03-04,Nakuru,28.8,16.3,21.7,0.2,19.7,23.79,5.48
2019-03-05,Nakuru,29.2,15.3,22.0,0.0,16.3,24.93,5.86
2019-03-06,Nakuru,29.1,14.5,22.0,0.0,24.0,24.42,5.82
2019-03-07,Nakuru,29.6,14.4,22.0,0.0,22.7,23.08,5.84
2019-03-08,Nakuru,29.5,15.1,22.1,0.0,19.4,23.05,5.85
2019-03-09,Nakuru,30.5,14.6,22.4,0.0,21.9,27.45,6.62
2019-03-10,Nakuru,30.9,13.7,22.6,0.0,15.5,27.96,6.6
2019-03-11,Nakuru,30.5,15.0,22.7,0.0,22.7,24.02,5.86
2019-03-12,Nakuru,32.0,15.1,22.9,0.0,21.6,25.6,6.27
2019-03-13,Nakuru,31.3,14.9,22.6,0.0,15.4,23.08,5.74
2019-03-14,Nakuru,30.4,13.6,21.7,0.0,15.6,24.74,5.9
2019-03-15,Nakuru,30.1,13.6,21.9,0.0,15.3,22.75,5.63
2019-03-16,Nakuru,29.7,15.4,22.5,0.0,19.4,24.18,5.91
2019-03-17,Nakuru,30.4,15.2,22.9,0.0,22.3,24.15,6.12
2019-03-18,Nakuru,31.6,14.7,23.1,0.0,15.5,26.95,6.32
2019-03-19,Nakuru,31.7,14.2,22.6,0.0,20.5,24.13,5.98
2019-03-20,Nakuru,30.4,15.4,22.6,0.0,15.6,22.59,5.37
2019-03-21,Nakuru,31.8,15.9,23.3,0.0,20.8,25.06,6.34
2019-03-22,Nakuru,32.9,16.1,23.8,0.0,14.7,25.12,5.95
2019-03-23,Nakuru,32.3,15.4,23.8,0.0,14.5,27.18,6.55
2019-03-24,Nakuru,32.2,14.8,23.3,0.0,12.3,26.38,6.12
2019-03-25,Nakuru,29.6,15.8,23.2,0.0,10.8,23.31,5.47
2019-03-26,Nakuru,29.8,16.4,23.1,0.0,17.4,23.17,5.54
2019-03-27,Nakuru,27.5,16.6,21.6,0.1,12.0,18.18,3.99
2019-03-28,Nakuru,27.1,16.8,21.3,0.2,12.1,18.92,4.31
2019-03-29,Nakuru,29.9,15.3,22.0,0.0,19.6,24.78,5.74
2019-03-30,Nakuru,30.9,15.2,22.7,0.0,19.5,24.67,5.9
2019-03-31,Nakuru,31.5,16.6,23.6,0.1,16.2,27.58,6.49
2019-04-01,Nakuru,30.4,16.5,23.1,0.0,23.1,23.77,5.89
2019-04-02,Nakuru,31.0,16.5,23.4,0.0,17.9,25.29,6.06
2019-04-03,Nakuru,29.0,15.6,22.7,0.0,17.2,23.37,5.53
2019-04-04,Nakuru,30.4,17.1,23.2,0.1,15.5,21.84,4.97
2019-04-05,Nakuru,30.0,15.4,22.7,0.0,12.4,19.87,4.88
2019-04-06,Nakuru,30.4,16.1,22.6,0.0,17.3,23.19,5.61
2019-04-07,Nakuru,30.3,16.6,23.2,0.0,12.4,23.18,5.26
2019-04-08,Nakuru,31.3,16.0,23.7,0.1,18.3,23.75,5.92
2019-04-09,Nakuru,30.0,17.3,23.4,0.3,23.5,23.05,5.88
2019-04-10,Nakuru,31.6,17.9,23.1,0.2,25.3,24.04,5.66
2019-04-11,Nakuru,30.4,16.0,23.0,0.6,13.9,23.33,5.38
2019-04-12,Nakuru,27.5,17.7,22.4,0.5,14.4,21.35,5.0
2019-04-13,Nakuru,29.4,16.2,23.0,0.0,12.6,22.1,5.01
2019-04-14,Nakuru,29.0,18.3,23.2,0.0,17.4,21.73,5.0
2019-04-15,Nakuru,29.8,16.7,23.0,0.2,17.5,23.47,5.7
2019-04-16,Nakuru,32.2,16.4,23.8,0.0,18.4,26.04,6.3
2019-04-17,Nakuru,28.8,16.7,23.2,0.0,14.4,21.62,5.4
2019-04-18,Nakuru,29.2,16.4,22.9,0.0,19.9,23.78,5.92
2019-04-19,Nakuru,30.3,17.2,23.2,0.0,15.8,21.57,5.55
2019-04-20,Nakuru,29.6,16.6,23.3,0.0,17.3,22.07,5.41
2019-04-21,Nakuru,28.9,17.1,22.7,0.6,18.3,21.64,4.9
2019-04-22,Nakuru,28.9,17.2,21.6,8.9,13.3,21.29,4.58
2019-04-23,Nakuru,22.7,17.0,18.8,15.9,14.1,12.81,2.53
2019-04-24,Nakuru,27.8,16.8,20.6,2.2,11.4,18.93,3.99
2019-04-25,Nakuru,24.7,16.4,19.8,9.5,15.1,18.93,3.8
2019-04-26,Nakuru,23.8,16.9,19.2,17.3,13.4,16.35,3.21
2019-04-27,Nakuru,23.8,15.4,19.0,3.9,10.0,16.31,3.16
2019-04-28,Nakuru,24.8,15.8,19.5,2.8,15.7,20.78,4.03
2019-04-29,Nakuru,26.0,15.6,19.9,1.8,11.7,21.5,4.29
2019-04-30,Nakuru,25.3,16.0,19.9,0.5,7.6,20.91,4.08
2019-05-01,Nakuru,27.5,14.4,20.1,0.0,14.7,24.72,5.04
2019-05-02,Nakuru,28.0,13.4,20.4,0.0,12.9,22.55,4.8
2019-05-03,Nakuru,25.5,16.3,19.8,4.0,11.4,19.74,3.89
2019-05-04,Nakuru,25.9,16.2,19.6,1.0,16.2,21.55,4.11
2019-05-05,Nakuru,24.8,15.5,19.7,0.4,20.4,20.1,4.04
2019-05-06,Nakuru,25.6,14.7,20.0,0.3,10.3,21.59,4.24
2019-05-07,Nakuru,24.3,15.1,19.7,0.0,14.5,21.9,4.38
2019-05-08,Nakuru,24.6,16.3,19.2,6.0,16.5,17.45,3.44
2019-05-09,Nakuru,23.1,16.3,18.7,9.8,18.0,17.31,3.28
2019-05-10,Nakuru,23.9,16.2,18.6,7.2,16.0,18.26,3.36
2019-05-11,Nakuru,25.6,15.9,19.9,9.0,20.3,22.6,4.61
2019-05-12,Nakuru,24.6,16.0,19.6,0.4,18.0,20.56,4.11
2019-05-13,Nakuru,24.3,14.6,19.1,2.9,18.0,20.58,3.93
2019-05-14,Nakuru,25.2,15.9,20.1,0.3,14.5,19.86,3.96
2019-05-15,Nakuru,24.7,14.8,19.5,0.0,11.1,21.84,4.28
2019-05-16,Nakuru,24.0,15.0,19.4,0.5,13.0,21.33,4.2
2019-05-17,Nakuru,25.5,15.3,19.8,0.2,16.6,21.47,4.4
2019-05-18,Nakuru,24.2,15.8,18.7,2.9,15.9,16.64,3.27
2019-05-19,Nakuru,24.7,15.0,19.1,0.0,20.0,21.43,4.36
2019-05-20,Nakuru,24.6,14.9,18.9,1.7,14.5,20.67,4.04
2019-05-21,Nakuru,25.4,15.8,19.8,0.9,14.3,23.03,4.48
2019-05-22,Nakuru,24.5,15.0,19.3,1.3,18.6,19.79,3.89
2019-05-23,Nakuru,24.2,16.0,18.3,14.8,14.8,14.89,2.9
2019-05-24,Nakuru,23.9,15.6,18.3,5.4,19.5,17.86,3.42
2019-05-25,Nakuru,24.1,14.7,18.8,1.9,15.4,19.03,3.71
2019-05-26,Nakuru,24.1,15.5,18.8,1.5,19.3,19.14,3.76
2019-05-27,Nakuru,24.0,15.6,18.9,1.3,19.5,20.52,3.98
2019-05-28,Nakuru,24.1,14.9,18.5,1.5,15.6,19.76,3.78
2019-05-29,Nakuru,23.9,14.7,18.8,0.2,14.6,21.29,4.18
2019-05-30,Nakuru,25.1,15.3,19.4,1.2,14.9,21.72,4.23
2019-05-31,Nakuru,24.4,15.3,19.0,0.6,16.0,19.95,3.88
2019-06-01,Nakuru,24.1,15.8,18.6,9.8,10.2,17.94,3.43
2019-06-02,Nakuru,23.7,16.1,18.6,14.9,10.9,17.53,3.39
2019-06-03,Nakuru,23.5,15.6,18.3,32.8,10.2,16.89,3.19
2019-06-04,Nakuru,22.0,15.5,18.0,6.1,11.6,16.74,3.1
2019-06-05,Nakuru,23.6,15.7,18.2,5.1,10.7,18.93,3.59
2019-06-06,Nakuru,24.7,16.1,19.3,2.4,11.6,19.52,3.8
2019-06-07,Nakuru,23.1,14.5,18.5,4.6,10.4,19.11,3.58
2019-06-08,Nakuru,23.1,15.6,18.3,4.4,13.0,17.35,3.28
2019-06-09,Nakuru,19.3,16.0,17.0,13.3,14.6,8.96,1.78
2019-06-10,Nakuru,21.0,14.9,16.9,4.5,17.2,15.13,2.85
2019-06-11,Nakuru,18.9,14.5,16.0,0.8,13.0,7.56,1.56
2019-06-12,Nakuru,22.9,14.8,17.3,11.3,15.2,16.8,3.16
2019-06-13,Nakuru,23.1,15.5,18.3,0.5,15.3,18.34,3.47
2019-06-14,Nakuru,23.3,15.0,18.5,0.2,14.6,18.82,3.53
2019-06-15,Nakuru,23.4,15.2,18.4,6.2,12.5,18.79,3.57
2019-06-16,Nakuru,23.2,15.5,18.2,26.1,12.2,17.46,3.33
2019-06-17,Nakuru,22.7,15.4,18.3,12.8,16.5,17.72,3.34
2019-06-18,Nakuru,22.8,14.8,18.4,5.9,12.6,19.54,3.66
2019-06-19,Nakuru,24.0,14.0,18.6,0.2,11.3,21.05,3.91
2019-06-20,Nakuru,23.8,15.1,18.7,7.1,9.7,19.81,3.75
2019-06-21,Nakuru,23.3,14.6,18.4,2.6,9.7,18.68,3.52
2019-06-22,Nakuru,24.1,15.1,18.5,5.1,13.9,18.81,3.64
2019-06-23,Nakuru,23.0,15.6,17.8,11.2,9.2,13.19,2.56
2019-06-24,Nakuru,23.3,14.9,17.8,17.3,11.4,17.05,3.21
2019-06-25,Nakuru,23.3,15.5,17.9,13.2,6.8,16.81,3.14
2019-06-26,Nakuru,22.8,14.8,18.1,8.9,11.6,18.18,3.39
2019-06-27,Nakuru,22.8,14.0,18.1,3.3,13.1,19.16,3.58
2019-06-28,Nakuru,24.0,14.0,17.8,4.9,12.5,19.6,3.64
2019-06-29,Nakuru,23.3,14.4,18.0,2.2,10.2,19.82,3.69
2019-06-30,Nakuru,22.5,13.6,17.4,0.1,13.2,16.76,3.19
2019-07-01,Nakuru,23.5,13.9,18.2,0.0,15.6,21.03,3.93
2019-07-02,Nakuru,23.4,14.7,18.7,0.1,10.4,19.8,3.7
2019-07-03,Nakuru,23.6,14.4,18.3,0.8,14.8,20.31,3.81
2019-07-04,Nakuru,22.9,14.8,18.2,9.7,15.3,19.04,3.56
2019-07-05,Nakuru,23.5,12.2,18.2,0.0,10.9,20.87,3.92
2019-07-06,Nakuru,23.3,15.1,18.8,0.1,12.6,20.45,3.98
2019-07-07,Nakuru,23.8,14.6,18.5,0.5,16.6,21.08,4.19
2019-07-08,Nakuru,25.0,12.1,18.2,0.0,11.7,22.46,4.31
2019-07-09,Nakuru,23.5,12.4,18.1,0.0,10.3,21.69,4.15
2019-07-10,Nakuru,24.2,13.9,18.5,0.0,16.0,20.1,4.05
2019-07-11,Nakuru,24.5,14.2,18.6,0.0,19.7,22.19,4.53
2019-07-12,Nakuru,22.7,13.8,17.9,0.2,10.8,19.45,3.7
2019-07-13,Nakuru,22.6,14.0,17.3,3.1,10.2,18.28,3.42
2019-07-14,Nakuru,24.2,12.9,17.8,0.0,19.4,23.05,4.51
2019-07-15,Nakuru,23.6,13.3,18.0,0.0,19.0,22.34,4.45
2019-07-16,Nakuru,22.8,13.8,17.4,0.3,19.7,19.25,3.79
2019-07-17,Nakuru,22.6,12.3,17.2,0.0,19.4,21.02,4.17
2019-07-18,Nakuru,22.7,13.0,17.3,0.0,21.7,23.24,4.45
2019-07-19,Nakuru,23.7,12.5,17.8,0.0,13.6,22.55,4.4
2019-07-20,Nakuru,23.7,13.4,18.2,0.4,12.0,22.02,4.21
2019-07-21,Nakuru,23.8,12.8,18.1,1.6,10.5,18.8,3.62
2019-07-22,Nakuru,22.3,14.7,18.1,0.6,16.4,18.94,3.59
2019-07-23,Nakuru,21.9,14.3,16.8,28.7,13.3,14.31,2.64
2019-07-24,Nakuru,22.8,14.4,17.6,2.7,12.7,18.36,3.44
2019-07-25,Nakuru,22.2,14.0,17.3,5.7,10.2,18.35,3.38
2019-07-26,Nakuru,23.3,13.0,17.3,0.5,13.7,20.02,3.65
2019-07-27,Nakuru,23.2,14.7,18.0,3.8,14.4,20.87,3.88
2019-07-28,Nakuru,21.5,14.0,17.2,7.0,12.5,17.63,3.29
2019-07-29,Nakuru,21.5,14.5,17.3,2.2,11.2,15.68,3.01
2019-07-30,Nakuru,21.3,14.4,16.9,8.8,12.8,16.25,2.93
2019-07-31,Nakuru,22.7,12.8,16.9,4.4,10.3,19.58,3.53
2019-08-01,Nakuru,23.0,14.5,17.9,1.0,15.6,19.31,3.61
2019-08-02,Nakuru,24.6,12.9,18.2,0.0,20.7,24.76,4.72
2019-08-03,Nakuru,24.1,13.9,18.0,0.0,21.1,23.42,4.68
2019-08-04,Nakuru,24.2,12.5,17.8,0.0,18.5,25.2,4.99
2019-08-05,Nakuru,25.6,12.2,17.8,0.0,9.5,25.04,4.77
2019-08-06,Nakuru,24.1,13.5,18.5,0.0,12.2,22.06,4.22
2019-08-07,Nakuru,24.3,14.5,19.0,0.0,14.1,23.02,4.49
2019-08-08,Nakuru,23.6,14.3,18.5,0.0,18.7,19.18,3.83
2019-08-09,Nakuru,24.9,14.2,18.7,0.3,12.3,21.12,4.26
2019-08-10,Nakuru,24.1,13.7,17.9,0.7,14.3,21.79,4.14
2019-08-11,Nakuru,23.2,13.7,18.1,1.9,18.8,19.8,3.74
2019-08-12,Nakuru,23.3,14.9,18.3,0.9,12.3,21.5,4.15
2019-08-13,Nakuru,24.5,14.1,18.1,1.9,12.2,22.24,4.23
2019-08-14,Nakuru,23.6,13.3,17.8,5.0,12.7,21.0,4.01
2019-08-15,Nakuru,23.5,13.1,17.6,0.6,16.8,22.24,4.29
2019-08-16,Nakuru,22.4,13.3,17.4,0.1,18.5,19.92,3.92
2019-08-17,Nakuru,23.6,13.0,17.7,12.7,12.5,21.83,4.14
2019-08-18,Nakuru,23.6,14.1,17.6,0.7,11.3,18.19,3.47
2019-08-19,Nakuru,22.8,14.9,17.8,0.9,13.9,18.97,3.55
2019-08-20,Nakuru,22.7,13.9,17.6,12.1,12.4,17.91,3.42
2019-08-21,Nakuru,22.5,14.1,17.5,3.6,17.6,19.7,3.68
2019-08-22,Nakuru,23.1,13.4,17.8,0.2,14.0,20.35,3.88
2019-08-23,Nakuru,23.7,13.7,18.3,0.2,14.1,22.45,4.25
2019-08-24,Nakuru,25.3,13.4,18.2,0.0,15.0,22.03,4.47
2019-08-25,Nakuru,24.6,14.0,18.4,0.0,23.0,23.0,4.73
2019-08-26,Nakuru,24.1,13.7,18.5,0.0,18.9,22.34,4.6
2019-08-27,Nakuru,24.1,13.4,18.2,1.9,16.9,22.94,4.47
2019-08-28,Nakuru,24.4,13.0,18.0,9.6,14.5,21.82,4.09
2019-08-29,Nakuru,22.9,14.5,17.8,1.4,8.9,17.73,3.36
2019-08-30,Nakuru,23.6,13.1,17.8,0.1,11.3,20.08,3.76
2019-08-31,Nakuru,22.7,14.4,17.8,11.7,11.5,18.71,3.49
2019-09-01,Nakuru,24.0,13.8,18.0,12.9,7.4,20.01,3.77
2019-09-02,Nakuru,23.7,12.9,17.8,1.3,10.1,20.4,3.85
2019-09-03,Nakuru,23.9,13.9,18.2,0.1,17.7,22.14,4.11
2019-09-04,Nakuru,23.9,15.4,18.7,1.1,17.4,21.36,4.13
2019-09-05,Nakuru,23.4,14.0,18.2,0.6,12.0,20.32,3.86
2019-09-06,Nakuru,24.0,14.9,18.6,1.7,11.2,19.6,3.84
2019-09-07,Nakuru,23.0,14.6,18.0,1.1,19.1,22.25,4.09
2019-09-08,Nakuru,22.4,14.9,17.7,4.1,16.7,18.59,3.71
2019-09-09,Nakuru,22.6,13.2,17.6,0.0,18.6,21.72,4.21
2019-09-10,Nakuru,22.8,13.3,17.9,1.0,19.1,21.56,4.03
2019-09-11,Nakuru,24.0,13.8,18.3,1.1,16.1,23.06,4.42
2019-09-12,Nakuru,25.7,12.6,19.0,0.0,15.8,24.51,4.83
2019-09-13,Nakuru,26.0,12.3,18.9,0.0,19.7,26.15,5.38
2019-09-14,Nakuru,26.5,13.6,19.5,0.0,11.5,24.08,4.85
2019-09-15,Nakuru,26.5,13.4,19.4,0.0,15.8,25.56,5.13
2019-09-16,Nakuru,26.3,12.9,19.5,0.0,17.3,23.82,5.21
2019-09-17,Nakuru,26.2,13.5,19.3,0.0,19.5,26.41,5.75
2019-09-18,Nakuru,25.0,13.4,18.6,0.4,13.0,24.55,4.82
2019-09-19,Nakuru,26.1,14.1,19.7,0.0,14.3,24.88,5.27
2019-09-20,Nakuru,25.4,13.8,18.9,0.4,14.1,22.56,4.82
2019-09-21,Nakuru,25.4,13.8,19.3,0.0,17.9,23.15,4.89
2019-09-22,Nakuru,25.2,14.1,18.7,2.7,12.9,21.45,4.35
2019-09-23,Nakuru,24.3,13.6,18.5,0.7,11.6,16.82,3.46
2019-09-24,Nakuru,25.8,14.8,18.6,3.8,12.3,19.01,3.8
2019-09-25,Nakuru,24.6,13.6,18.1,4.1,11.1,18.02,3.57
2019-09-26,Nakuru,24.0,15.0,18.7,2.4,17.9,22.96,4.33
2019-09-27,Nakuru,23.1,15.2,17.9,7.1,14.8,18.87,3.63
2019-09-28,Nakuru,24.0,15.2,18.6,1.6,10.4,20.43,4.0
2019-09-29,Nakuru,25.6,14.8,19.5,0.2,16.2,23.08,4.46
2019-09-30,Nakuru,27.1,14.4,19.7,0.0,16.9,24.38,5.0
2019-10-01,Nakuru,25.2,14.0,18.8,0.4,16.2,21.4,4.3
2019-10-02,Nakuru,25.8,15.6,18.9,5.4,8.9,21.88,4.25
2019-10-03,Nakuru,25.8,14.7,19.0,3.6,15.6,22.0,4.48
2019-10-04,Nakuru,24.5,14.7,18.9,0.0,22.3,22.85,4.81
2019-10-05,Nakuru,23.4,14.4,17.6,3.3,15.9,17.86,3.37
2019-10-06,Nakuru,22.4,14.4,17.9,14.7,9.5,17.7,3.44
2019-10-07,Nakuru,24.4,14.2,18.8,0.0,24.5,24.45,4.97
2019-10-08,Nakuru,24.4,13.3,19.0,1.0,12.2,23.07,4.5
2019-10-09,Nakuru,24.5,14.8,18.4,4.7,14.7,21.21,4.01
2019-10-10,Nakuru,24.0,15.4,18.3,2.9,15.1,20.13,3.87
2019-10-11,Nakuru,23.5,14.4,18.6,2.0,14.1,21.15,4.06
2019-10-12,Nakuru,25.2,15.3,18.9,2.3,15.8,20.54,3.98
2019-10-13,Nakuru,24.6,14.1,18.5,5.3,15.8,22.09,4.2
2019-10-14,Nakuru,24.6,14.4,17.7,9.3,17.8,20.31,3.83
2019-10-15,Nakuru,24.7,15.1,19.1,0.8,10.1,22.11,4.3
2019-10-16,Nakuru,23.6,15.9,18.7,12.2,14.6,18.6,3.59
2019-10-17,Nakuru,22.2,14.9,18.1,17.7,10.0,17.55,3.34
2019-10-18,Nakuru,20.2,15.7,17.2,11.6,6.6,8.46,1.73
2019-10-19,Nakuru,22.3,15.6,17.7,31.3,13.6,14.58,2.75
2019-10-20,Nakuru,21.6,15.4,17.5,7.8,9.2,13.27,2.53
2019-10-21,Nakuru,23.9,14.9,18.2,1.6,11.4,18.5,3.61
2019-10-22,Nakuru,24.5,15.1,18.5,2.6,10.7,22.14,4.24
2019-10-23,Nakuru,22.2,15.1,17.3,5.5,10.3,10.14,2.04
2019-10-24,Nakuru,22.6,15.3,18.1,6.2,14.4,16.55,3.23
2019-10-25,Nakuru,23.4,15.5,18.4,3.5,12.1,19.89,3.84
2019-10-26,Nakuru,21.9,15.1,18.1,2.1,9.0,17.46,3.28
2019-10-27,Nakuru,23.7,14.4,17.9,1.1,10.7,16.55,3.17
2019-10-28,Nakuru,23.5,15.2,18.4,13.5,8.2,20.7,4.0
2019-10-29,Nakuru,22.1,15.6,17.7,26.8,12.5,15.67,2.92
2019-10-30,Nakuru,22.8,14.9,17.9,21.8,9.7,18.38,3.45
2019-10-31,Nakuru,22.2,14.9,17.7,7.6,9.6,18.24,3.41
2019-11-01,Nakuru,24.2,14.1,18.3,1.4,11.9,20.93,3.97
2019-11-02,Nakuru,24.5,13.7,17.7,9.0,11.2,21.31,4.02
2019-11-03,Nakuru,23.7,14.5,18.3,2.3,11.2,21.91,4.15
2019-11-04,Nakuru,23.2,15.0,18.7,5.1,8.7,21.11,4.08
